Business Name,Contact Person,Phone Number,Location,Google Rating,Review Count,Profile Claimed?,Google Maps URL,Website URL
Mandarin Orchid Resorts,,063692 33305,,4.4,13,Unknown,https://www.google.com/maps/place/Mandarin+Orchid+Resorts/data=!4m10!3m9!1s0x3ba8c19afe7e7467:0x15994845bcff5172!5m2!4m1!1i2!8m2!3d11.4583218!4d76.872948!16s%2Fg%2F11myzn4spf!19sChIJZ3R-_prBqDsRclH_vEVImRU?authuser=0&hl=en&rclk=1,https://mandarinorchid.in/
Chow Chow Valley Resorts,,093631 76660,,4.5,709,Unknown,https://www.google.com/maps/place/Chow+Chow+Valley+Resorts/data=!4m10!3m9!1s0x3ba8c1a5ffb99c67:0xed27cd45e63e2939!5m2!4m1!1i2!8m2!3d11.421786!4d76.8865339!16s%2Fg%2F11fd3fyt7w!19sChIJZ5y5_6XBqDsROSk-5kXNJ-0?authuser=0&hl=en&rclk=1,http://chowchowvalley.in/
Nahar Retreat And Spa,,093453 91499,,4.3,1318,Unknown,https://www.google.com/maps/place/Nahar+Retreat+And+Spa/data=!4m10!3m9!1s0x3ba8c03065e88167:0x36e936f6274ded85!5m2!4m1!1i2!8m2!3d11.4194413!4d76.869572!16s%2Fg%2F1w0sb9bq!19sChIJZ4HoZTDAqDsRhe1NJ_Y26TY?authuser=0&hl=en&rclk=1,https://naharretreatandspa.com/
Lakshmi Retreat,,097869 13913,,4.4,832,Unknown,https://www.google.com/maps/place/Lakshmi+Retreat/data=!4m10!3m9!1s0x3ba8c035c3991bbb:0x11b00cab5a40f94a!5m2!4m1!1i2!8m2!3d11.4296173!4d76.8671051!16s%2Fg%2F11f37dzzlp!19sChIJuxuZwzXAqDsRSvlAWqsMsBE?authuser=0&hl=en&rclk=1,https://www.lakshmihotels.co.in/
Mystique Stay Resort,,063831 43499,,4.7,738,Unknown,https://www.google.com/maps/place/Mystique+Stay+Resort/data=!4m10!3m9!1s0x3ba8ebb63643d887:0x897d1d4058dcfe56!5m2!4m1!1i2!8m2!3d11.4028018!4d76.8987198!16s%2Fg%2F11f6128wv0!19sChIJh9hDNrbrqDsRVv7cWEAdfYk?authuser=0&hl=en&rclk=1,http://www.mystiquestay.com/
Twin Tree Mountain Resort,,075500 53831,,4.3,243,Unknown,https://www.google.com/maps/place/Twin+Tree+Mountain+Resort/data=!4m10!3m9!1s0x3ba8c03e9142bde7:0xd1555ccd333f1865!5m2!4m1!1i2!8m2!3d11.4258077!4d76.8528576!16s%2Fg%2F11bxfhm9z_!19sChIJ571CkT7AqDsRZRg_M81cVdE?authuser=0&hl=en&rclk=1,http://www.twintreekotagiri.com/
Kotagiri Belair Resorts,,098434 43063,,4.3,140,Unknown,https://www.google.com/maps/place/Kotagiri+Belair+Resorts/data=!4m10!3m9!1s0x3ba8c1ece0653adb:0xddc9cee8eb49dc0d!5m2!4m1!1i2!8m2!3d11.4284253!4d76.8666752!16s%2Fg%2F11gmwhj9dv!19sChIJ2zpl4OzBqDsRDdxJ6-jOyd0?authuser=0&hl=en&rclk=1,https://belaircottages.com/
Triple 'E' Resorts,,089038 13999,,4.5,831,Unknown,https://www.google.com/maps/place/Triple+%27E%27+Resorts/data=!4m10!3m9!1s0x3ba8c05c9325e9c3:0x2e6feef49337d329!5m2!4m1!1i2!8m2!3d11.4694767!4d76.8708709!16s%2Fg%2F11c42sb5ch!19sChIJw-klk1zAqDsRKdM3k_Tuby4?authuser=0&hl=en&rclk=1,http://www.tripleeresorts.in/
The Den by Trees,,081100 76990,,4.4,483,Unknown,https://www.google.com/maps/place/The+Den+by+Trees/data=!4m10!3m9!1s0x3ba8c18c8d19b5a1:0x54ae4f50ef7a272c!5m2!4m1!1i2!8m2!3d11.4340424!4d76.8401948!16s%2Fg%2F11g0mv8hg0!19sChIJobUZjYzBqDsRLCd671BPrlQ?authuser=0&hl=en&rclk=1,https://the-den-by-trees.hotelsintamilnadu.com/en/
PEBBLE GARDEN COTTAGE,,091373 84965,,4.9,72,Unknown,https://www.google.com/maps/place/PEBBLE+GARDEN+COTTAGE/data=!4m10!3m9!1s0x3ba8c1717dd47073:0xbd69d5a7324c9a7b!5m2!4m1!1i2!8m2!3d11.4291203!4d76.8516768!16s%2Fg%2F11y07rvbd5!19sChIJc3DUfXHBqDsRe5pMMqfVab0?authuser=0&hl=en&rclk=1,http://www.pebblegardencottage.com/
MySpace Holiday Inn - Kotagiri,,082206 62206,,4.6,1040,Unknown,https://www.google.com/maps/place/MySpace+Holiday+Inn+-+Kotagiri/data=!4m10!3m9!1s0x3ba8c01551fe2c75:0x7a33ccddce6787a7!5m2!4m1!1i2!8m2!3d11.4297623!4d76.8480483!16s%2Fg%2F11bxdw6wfv!19sChIJdSz-URXAqDsRp4dnzt3MM3o?authuser=0&hl=en&rclk=1,http://www.myspaceholidayinn.com/
Trilan Cottages - Donnington Road,,095516 90001,,4.5,462,Unknown,https://www.google.com/maps/place/Trilan+Cottages+-+Donnington+Road/data=!4m10!3m9!1s0x3ba8c03308b21659:0x62043b1ca7a2afeb!5m2!4m1!1i2!8m2!3d11.4235808!4d76.8698231!16s%2Fg%2F11b6_nzgp0!19sChIJWRayCDPAqDsR66-ipxw7BGI?authuser=0&hl=en&rclk=1,http://www.trilancottages.com/
The Door to Nirvana Hostel,,088054 79801,,4.7,312,Unknown,https://www.google.com/maps/place/The+Door+to+Nirvana+Hostel/data=!4m10!3m9!1s0x3ba8ebbcb047a9d5:0x8135d02cf38c0bda!5m2!4m1!1i2!8m2!3d11.4001898!4d76.8572206!16s%2Fg%2F11gtg8fybk!19sChIJ1alHsLzrqDsR2guM8yzQNYE?authuser=0&hl=en&rclk=1,https://doortonirvana.hostel.club/
The Resort at Laughing Waters,,080500 85585,,4.8,919,Unknown,https://www.google.com/maps/place/The+Resort+at+Laughing+Waters/data=!4m10!3m9!1s0x3ba8eb89a5ddde01:0xd38237675e02d86f!5m2!4m1!1i2!8m2!3d11.3942326!4d76.8464889!16s%2Fg%2F11hf8ss94v!19sChIJAd7dpYnrqDsRb9gCXmc3gtM?authuser=0&hl=en&rclk=1,https://laughingwaters.in/rooms.html
MITHUN HILL VIEW,,095859 31865,,4.7,152,No,https://www.google.com/maps/place/MITHUN+HILL+VIEW/data=!4m10!3m9!1s0x3ba8c1fb2d02f8ab:0x26cb516654c603ba!5m2!4m1!1i2!8m2!3d11.4575608!4d76.8928395!16s%2Fg%2F11h6dr2gw0!19sChIJq_gCLfvBqDsRugPGVGZRyyY?authuser=0&hl=en&rclk=1,https://mithun-hill-view-cottage-kotagiri.nochi.com/
Celestial Resorts - Resorts in Kotagiri | Rooms in Kotagiri | Family Resort,,094870 71995,,3.8,269,Unknown,https://www.google.com/maps/place/Celestial+Resorts+-+Resorts+in+Kotagiri+%7C+Rooms+in+Kotagiri+%7C+Family+Resort/data=!4m10!3m9!1s0x3ba8c033cee55fef:0xa648f3c4ca552d52!5m2!4m1!1i2!8m2!3d11.4230413!4d76.8676206!16s%2Fg%2F113djr841!19sChIJ71_lzjPAqDsRUi1VysTzSKY?authuser=0&hl=en&rclk=1,http://www.celestialresorts.com/
AIRA Residency,,075984 50505,,4.4,191,No,https://www.google.com/maps/place/AIRA+Residency/data=!4m10!3m9!1s0x3ba8c1ce7858d6a3:0xb721f2031b3b3343!5m2!4m1!1i2!8m2!3d11.4344503!4d76.8434753!16s%2Fg%2F11ghqbrd9q!19sChIJo9ZYeM7BqDsRQzM7GwPyIbc?authuser=0&hl=en&rclk=1,https://www.theairaresidency.com/
"PrakritiLaya Nature Homes, Resorts in Kotagiri, Tamilnadu",,089401 22133,,4.8,350,Unknown,"https://www.google.com/maps/place/PrakritiLaya+Nature+Homes,+Resorts+in+Kotagiri,+Tamilnadu/data=!4m10!3m9!1s0x3ba8c18d7b6f8a81:0xd5019810c7e4e756!5m2!4m1!1i2!8m2!3d11.4458761!4d76.8910742!16s%2Fg%2F11jb8qxncw!19sChIJgYpve43BqDsRVufkxxCYAdU?authuser=0&hl=en&rclk=1",http://www.prakritilayanaturehomes.com/
Farview Mountain Resort Villas,,089031 92902,,4.6,156,Unknown,https://www.google.com/maps/place/Farview+Mountain+Resort+Villas/data=!4m10!3m9!1s0x3ba8c04d2680ff61:0x395e5272b3bafcb9!5m2!4m1!1i2!8m2!3d11.4466696!4d76.8859009!16s%2Fg%2F1ptx4ck9t!19sChIJYf-AJk3AqDsRufy6s3JSXjk?authuser=0&hl=en&rclk=1,http://www.farviewvillas.com/
Cloud & Mist Inn,,090873 59259,,4.6,279,Unknown,https://www.google.com/maps/place/Cloud+%26+Mist+Inn/data=!4m10!3m9!1s0x3ba8c1db1401f971:0x2b1b58440a77822a!5m2!4m1!1i2!8m2!3d11.461278!4d76.8396042!16s%2Fg%2F11vbzjby6v!19sChIJcfkBFNvBqDsRKoJ3CkRYGys?authuser=0&hl=en&rclk=1,https://cloudandmist.in/
Hanging Huts Resort,,080567 59478,,4.3,557,Unknown,https://www.google.com/maps/place/Hanging+Huts+Resort/data=!4m10!3m9!1s0x3ba8ea6cd6031cdb:0xd195166ad8f71fd5!5m2!4m1!1i2!8m2!3d11.4000604!4d76.8951736!16s%2Fg%2F11cjkp9978!19sChIJ2xwD1mzqqDsR1R_32GoWldE?authuser=0&hl=en&rclk=1,https://hanginghuts.in/
Garuda Park Resort Kotagiri,,097514 09969,,4.4,354,Unknown,https://www.google.com/maps/place/Garuda+Park+Resort+Kotagiri/data=!4m10!3m9!1s0x3ba8c03d640f21d1:0x3da1d2337b6e7a66!5m2!4m1!1i2!8m2!3d11.42064!4d76.8491047!16s%2Fg%2F11c2ld4x23!19sChIJ0SEPZD3AqDsRZnpuezPSoT0?authuser=0&hl=en&rclk=1,http://www.garudapark.com/
Adubettu Leisure Homes,,094434 84013,,4.2,156,No,https://www.google.com/maps/place/Adubettu+Leisure+Homes/data=!4m10!3m9!1s0x3ba8ea5e27d4776f:0x8a8f7dcadeacc84f!5m2!4m1!1i2!8m2!3d11.3867848!4d76.875721!16s%2Fg%2F11c3zw1x_s!19sChIJb3fUJ17qqDsRT8is3sp9j4o?authuser=0&hl=en&rclk=1,http://www.kotagiriadubetturesorts.com/
Memories at The Blue Mountains,,098845 63312,,5.0,29,Unknown,https://www.google.com/maps/place/Memories+at+The+Blue+Mountains/data=!4m10!3m9!1s0x3ba8eb237ac34351:0x1d379911b08a51b!5m2!4m1!1i2!8m2!3d11.4042974!4d76.8447754!16s%2Fg%2F11mm0jn_hf!19sChIJUUPDeiPrqDsRG6UIG5F50wE?authuser=0&hl=en&rclk=1,https://memoriesatthebluemountains.5starhotels.in/
Aishwarya Garden Resorts,,087543 51230,,4.7,161,Unknown,https://www.google.com/maps/place/Aishwarya+Garden+Resorts/data=!4m10!3m9!1s0x3ba8c1ac92637f8b:0x8c3afca8a0f47816!5m2!4m1!1i2!8m2!3d11.4251259!4d76.8675319!16s%2Fg%2F11tnc9plzx!19sChIJi39jkqzBqDsRFnj0oKj8Oow?authuser=0&hl=en&rclk=1,http://www.aishwaryagardenresorts.com/
Shola Gardens,,063818 74868,,4.7,389,Unknown,https://www.google.com/maps/place/Shola+Gardens/data=!4m10!3m9!1s0x3ba8eba1e27f8afd:0x4295b17c0115ec1c!5m2!4m1!1i2!8m2!3d11.3938072!4d76.9024204!16s%2Fg%2F11fm2m1d_h!19sChIJ_Yp_4qHrqDsRHOwVAXyxlUI?authuser=0&hl=en&rclk=1,https://sholagardens.co.in/
Anooba Arutra Resort,,094423 51691,,4.5,49,Unknown,https://www.google.com/maps/place/Anooba+Arutra+Resort/data=!4m10!3m9!1s0x3ba8c1b3371a992d:0xf0f3566648106816!5m2!4m1!1i2!8m2!3d11.4250041!4d76.8759295!16s%2Fg%2F11qp084rbn!19sChIJLZkaN7PBqDsRFmgQSGZW8_A?authuser=0&hl=en&rclk=1,https://www.anoobaarutra.com/
Surada Resorts,,073737 35531,,4.3,18,Unknown,https://www.google.com/maps/place/Surada+Resorts/data=!4m10!3m9!1s0x3ba8ebbfa47cb191:0x239eb9d0eb089968!5m2!4m1!1i2!8m2!3d11.4005377!4d76.834078!16s%2Fg%2F11vzpj3kfv!19sChIJkbF8pL_rqDsRaJkI69C5niM?authuser=0&hl=en&rclk=1,https://www.suradaresorts.com/#/
Bearwood castle Resort,,094426 33252,,4.8,14,Unknown,https://www.google.com/maps/place/Bearwood+castle+Resort/data=!4m10!3m9!1s0x3ba8c1ec98a71849:0xd484cfb6ac6864f6!5m2!4m1!1i2!8m2!3d11.4099988!4d76.8708163!16s%2Fg%2F11st9vs4hb!19sChIJSRinmOzBqDsR9mRorLbPhNQ?authuser=0&hl=en&rclk=1,https://bearwoodcastle.com/
THE UMBER TEA FAMILY COTTAGE,,091888 28288,,4.6,122,Unknown,https://www.google.com/maps/place/THE+UMBER+TEA+FAMILY+COTTAGE/data=!4m10!3m9!1s0x3ba8eb65bd735a81:0x73b194775a1cefef!5m2!4m1!1i2!8m2!3d11.3858983!4d76.882647!16s%2Fg%2F11gl12dwyq!19sChIJgVpzvWXrqDsR7-8cWneUsXM?authuser=0&hl=en&rclk=1,https://theumberteafamilyc.wixsite.com/holidayrental
